craftsmen;직공;Blue Collar Workers;Ouvriers;Facharbeiter;;Obreros;;;;;;;;;x;;;;;;;;;;;;;;;;
craven;비겁함;Craven;Veule;Mutlos;;Cobard쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
create_baltic_states_desc;발트해 연안국들을 통합해 괴뢰국으로 삼는 것이 국익에 큰 도움이 됩니다.;Uniting the Baltic nations under a single flag, as a puppet to our nation, will make for a much stronger ally.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;
create_baltic_states_title;발트 연합국 창설;Create the Baltic States;;;;;;;;;;;;x,;
create_cambodian_protectorate_desc;시암의 침략을 두려워한 크메르가 보호를 요청했습니다.;Fearing invasion by the Siamese, the Cambodians have requested that we allow them to join the Dai Viet in protection by our nation.;;;;;;;;;;;;x;
create_cambodian_protectorate_title;캄보디아 보호령 창설;Create Cambodian Protectorate;;;;;;;;;;;;x,;
create_iberia2_desc;새로운 이베리아 연방의 탄생이 필요한 시점입니다. 이베리아 반도의 모든 것을 하나로 묶어야 합니다.;We have proven our mettle and united the Iberian peninsula under our rule. Now the time has come for a new Iberian federation to be born, one that unites all of the peninsula's cultures under a single rule.;;;;;;;;;;;;;x
create_iberia2_title;이베리아 결성;Become Iberia;;;;;;;;;;;;;x,
create_iberia_desc;이베리아 반도의 통일을 통해 우리의 위대한 기량을 증명해냈습니다. 이제 새로운 이베리아 연방의 탄생이 필요한 시점입니다. 이베리아 반도의 모든 것을 하나로 묶어야 합니다.;We have proven our mettle and united the Iberian peninsula under our rule. Now the time has come for a new Iberian federation to be born, one that unites all of the peninsula's cultures under a single rule.;;;;;;;;;;;;;x
create_iberia_title;이베리아 결성;Become Iberia;;;;;;;;;;;;;x,
create_kashmir_desc;제국의 안녕을 위해 카슈미르 북쪽에 새로운 번국을 세워야 합니다.;For the good of the Empire, we should create a new Princely State in the northern dominion of Kashmir.;;;;;;;;;;;;;x
create_kashmir_title;카슈미르 보호령 창설;Create the Kashmir Dominion;;;;;;;;;;;;;x,
create_laos_protectorate_desc;라오스인들은 우리의 도움 없이는 큰 이웃들에 대항하지 못합니다. 그렇기 때문에 그들을 보호해주어야 합니다.;The Laotians will not be able to stand against their much larger neighbours. not without our help. We should approach them and offer our protection. The civilized thing to do.;;;;;;;;;;;;;x,
create_laos_protectorate_title;라오스 보호령 창설;Create Laotian Protectorate;;;;;;;;;;;;;x,
create_malaya_desc;말레이인들의 통일되고 문명화된 연방은 강력한 동맹으로 활약할 것입니다.;A unified and civilized federation of the Malay peoples will provide a stronger ally for our nation.;;;;;;;;;;;;;x,
create_malaya_title;말레이시아 창설;Create Malaysia;;;;;;;;;;;;;x,
create_panjab_desc;제국의 안녕을 위해 펀자브 북쪽에 새로운 번국을 세워야 합니다.;For the good of the Empire, we should create a new Princely State in the northern dominion of Panjab.;;;;;;;;;;;;;x
create_panjab_title;펀자브 자치령 창설;Create the Panjab Dominion;;;;;;;;;;;;;x,
create_romania_desc;통일되고 자유로운 루마니아는 강력하고 귀중한 동맹국이 될 것입니다.;A united and free Romania will make a formidable and valuable ally.;;;;;;;;;;;;;x,
create_romania_title;루마니아 창설;Create Romania;;;;;;;;;;;;;x,
create_tibet_desc;제국의 안녕을 위해 티베트 북쪽에 새로운 번국을 세워야 합니다.;For the good of the Empire, we should create a new Princely State in the northern dominion of Tibet.;;;;;;;;;;;;;x
create_tibet_title;티베트 자치령 창설;Create the Tibet Dominion;;;;;;;;;;;;;x,
create_transcaucasia_desc;트란스카프카스의 국가들을 통합해야 합니다. 그렇게 한다면 그들이 우리나라의 충성스럽고 강력한 동맹국이 되어줄 것입니다.;The nations of the southern Caucasus must be united together, a vassal that will serve as a loyal and mighty ally to our country.;;;;;;;;;;;;;x
create_transcaucasia_title;트란스카프카스 창설;Create Transcaucasia;;;;;;;;;;;;;x,
create_yugoslavia_desc;발칸의 슬라브 민족들이 뭉친 국가가 분리되어 끊임없이 싸우는 국가들보다 훨씬 더 유용합니다.;If the Slavic peoples of the Balkans are united under a single flag, they will be a far more useful ally then as separate and constantly warring states.;;;;;;;;;;;;;x
create_yugoslavia_title;유고슬라비아 창설;Create Yugoslavia;;;;;;;;;;;;;x,
create_yunnan_desc;제국의 안녕을 위해 운남 동쪽에 새로운 번국을 세워야 합니다.;For the good of the Empire, we should create a new Princely State in the eastern dominion of Yunnan.;;;;;;;;;;;;;x
create_yunnan_title;운남 자치령 창설;Create the Yunnan Dominion;;;;;;;;;;;;;x,
cree;크리;Cree;Cri;Creeisch;;Cree;;;;;;;;;x;;;;;;;;;;;;;;;;
crimean_surrender;오스만 항복;the Ottomans have surrendered;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;
crisis_free_peoples;인민 해방;Free people;Lib쬦er la population;Freies Volk;;Liberar pueblo;;;;;;;;;x;;;;;;;;;;;;;;;;
crisis_free_peoples_setup;$RECIPIENT$이(가) 점유한 $STATE$을(를) $THIRD$에게 반환합니다.;Hand $STATE$ back to $THIRD$ from $RECIPIENT$;Prendre $STATE$ 쬦$RECIPIENT$ pour le rendre 쬦$THIRD$;Geben Sie $STATE$ an $THIRD$ von $RECIPIENT$ zur쬦k;;Arrebatar el estado de $STATE$ de manos de $RECIPIENT$ y devolv쬦selo a $THIRD$;;;;;;;;;x;;;;;;;;;;;;;;;;
crisis_free_peoples_short;$THIRD$의 $STATE$ 수복;$THIRD$ acquires $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;$THIRD$ adquiere $STATE$;;;;;;;;;x;;;;;;;;;;;;;;;;
croat;크로아티아;Croatian;Croate;Kroatisch;;Croata;;;;;;;;;x;;;;;;;;;;;;;;;;
crop_rotation;윤작;Crop Rotation;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;
crop_rotation_desc;관습적으로 윤작을 시행하고 있습니다.;The practice of crop rotation is now being used in local farms.;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;
crossing;도하;Crossing;Passage;Br쬦ke;;Paso;;;;;;;;;x;;;;;;;;;;;;;;;;
crown_empress_of_india_desc;무굴 제국과 영국 동인도회사의 해체 이후, 빅토리아 여왕은 1857년에 인도의 여제 칭호를 수여받았습니다. 이 계획은 당시 총리였던 벤자민 디즈라엘리의 것입니다. 인도에 영국의 괴뢰제국을 설립해 대영제국의 발전을 보장해야 합니다!;After the abolition of the Mughal Empire and the British East India Company, Queen Victoria was, in 1857, granted the title of Empress of India. The original initiative for the creation of the title is usually accredited to then Prime Minister Benjamin Disraeli. By establishing the British Raj in India, we can ensure a Place in the Sun for The British Empire!;Apr쬦 l'abolition de l'Empire moghol et de la Compagnie des Indes orientales, la reine Victoria se vit d쬦erner, en 1857, le titre d'Imp쬦atrice des Indes. La cr쬦tion de ce titre est g쬦쬦alement attribu쬦 au Premier ministre Benjamin Disraeli. En 쬦ablissant le Raj britannique en Inde, nous assurerons une place au soleil 쬦l'Empire britannique !;Nach der Abschaffung des Mughal-Reichs und der Britischen Ostindien-Kompanie bekam Queen Victoria im Jahr 1857 den Titel Kaiserin von Indien verliehen. Die urspr쬦gliche Initiative zur Schaffung dieses Titels wird dem Premierminister Benjamin Disraeli zugeschrieben. Durch die Etablierung des britischen Raj in Indien k쬦nen wir dem Britischen Weltreich einen Platz an der Sonne sichern!;;Tras la abolici쬦 del Imperio Mogol y la Compa卽a Brit쬦ica de las Indias Orientales, la Reina Victoria recibi쬦el t쬦ulo de Emperatriz de la India en 1857. La iniciativa original para crear este t쬦ulo suele atribuirse al entonces Primer Ministro, Benjamin Disraeli. 좲ediante el establecimiento del Raj Brit쬦ico en la India, podemos asegurar un lugar en el sol para el Imperio Brit쬦ico!;;;;;;;;;x;;;;;;;;;;;;;;;;
crown_empress_of_india_title;인도 여제;The Empress of India;L'Imp쬦atrice des Indes;Die Kaiserin von Indien;;La Emperatriz de la India;;;;;;;;;x;;;;;;;;;;;;;;;;
cruel;잔인함;Cruel;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
cruiser;초계함;Cruiser;Croiseur;Kreuzer;;Crucero;;;;;;;;;x;;;;;;;;;;;;;;;;
cruiser_short;초계함;Cruiser;Cr.;KR;;Cru Pes;;;;;;;;;x;;;;;;;;;;;;;;;;
csa_draft;비상 징병;Emergency Draft;;;;;;;;;;;;x,;
cuirassier_activation;흉갑기병;Cuirassiers;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
cuirassier_activation_desc;흉갑기병은 15세기 후반에 나타난 갑옷과 화기를 갖춘 기병입니다. 첫 흉갑기병은 중기병, 창기병과 같은 중무장한 기병이었으나, 시대가 흐르면서 창을 버리고 권총을 주 무기로 사용하기 시작했습니다. 나폴레옹 전쟁을 거치면서 그 중요성이 증대됐고, 약 100년이 지난 제1차 세계대전까지 투입됐습니다. 그 후에도 수많은 국가에서 의장대로서 존재했습니다.;Helicopter are flying surveillance and killing machines;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
cuirassier_short;흉갑기병대;Helic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
cultural_imperialism;문화적 제국주의;Cultural Imperialism;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
culture_ideas;문화사상;culture_ideas;culture_ideas;culture_ideas;brak grupy technologicznej;culture_ideas;notechgroup;notechgroup;netechnologick쬦skupina;;;;;;x;;;;;;;;;;;;;;;;
culture_tech;문화;Culture;Culture;Kultur;;Cultura;;;;;;;;;x;;;;;;;;;;;;;;;;
culture_tech_research_bonus;문화기술 연구;Culture Tech Research;Recherche en technologie culturelle;Kulturtechnologieforschung;;Investigaci쬦 de tecnolog쬦 de cultura;;;;;;;;;x;;;;;;;;;;;;;;;;
culture_tech_school;전위예술가 지식인;Avantgarde Intelligentsia;Intelligentsia d'avant-garde;Avantgardistische Intelligentsia;;Intelectualidad de vanguardia;;;;;;;;;x;;;;;;;;;;;;;;;;
curbside_collection;대형 폐기물 수거;Curbside_collection;Curbside Collection;;;;;;x
cursed_luck;저주받은 행운아;Cursed Luck;Malchanceux;Vom Pech verflucht;;Mala pata;;;;;;;;;x;;;;;;;;;;;;;;;;
custers_expedition_desc;다코타의 블랙힐즈는 정부가 원주민의 소유로 인정한 지역입니다. 그러나 이는 아직 광물이 매장되어있다는 사실이 알려지기 전에 일어난 일입니다. 최근 그곳에서 원주민들이 엄청난 양의 금을 추출하고 있다는 보도가 나오고 있습니다. 유능한 젊은 중령인 조지 암스트롱 커스터가 블랙힐즈를 조사할 준비를 하고 있습니다.;The Black Hills, Dakota Territory, has been recognized by our Government as belonging to the Sioux. The area has, however, not been prospected for minerals yet, and reports have recently been surfacing that the Indians have been extracting enormous amounts of gold from the hill range. An able young Lieutenant Colonel, one George Armstrong Custer, stands ready to be dispatched to the Black Hills to investigate the matter.;Les Black Hills, du territoire du Dakota, ont 쬦쬦reconnues par notre gouvernement comme appartenant aux Sioux. Cependant, la zone n'a pas encore 쬦쬦prospect쬦, et des rapports ont r쬦emment r쬦쬦쬦que les indiens extrayaient d'쬦ormes quantit쬦s d'or des collines. Un jeune lieutenant-colonel,du nom de George Armstrong Custer, se tient pr쬦 쬦investir les Black Hills pour 쬦udier de pr쬦 la question.;Die Black Hills im Dakota-Territorium sind von unserer Regierung als Eigentum der Sioux anerkannt worden. Das Gebiet wurde allerdings noch nicht nach Mineralien durchforscht, und es sind Berichte ans Licht gekommen, dass die Indianer riesige Goldmengen aus den H쬦eln entfernt haben. Ein f쬦iger junger Oberstleutnant namens George Armstrong Custer steht Gewehr bei Fu쬦 um sich die Sache in den Black Hills genauer anzusehen.;;El gobierno ha reconocido a los sioux la posesi쬦 de las Colinas Negras en el territorio de Dakota. Sin embargo, el 쬦ea no se ha prospectado a쬦 en busca de materiales y tenemos indicios de que los indios han estado extrayendo ingentes cantidades de oro de all쬦 Un joven y capaz teniente general que responde al nombre de George Armstrong Custer est쬦listo para marchar hacia all쬦para investigar el asunto.;;;;;;;;;x;;;;;;;;;;;;;;;;
custers_expedition_title;블랙힐즈 탐험;Expedition to The Black Hills;Exp쬦ition vers les Black Hills;Expedition in die Black Hills;;La expedici쬦 a las Colinas Negras;;;;;;;;;x;;;;;;;;;;;;;;;;
customs_union;관세동맹;Customs Union;;;;;;;x
customs_union_desc;서로의 관세를 경감시켜주는 관세동맹의 회원국입니다.;We are a member of a customs union, designed to reduce the barriers in trade between the member nations.;;;;;;;;;;;;;x
cut_down_to_size;응징;Cut down to size;R쬦uire;Weltgeltung reduzieren;;Reducir su tama쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
cut_down_to_size_boxer;의화단 진압;Put down Boxer Rebellion;Mettre fin 쬦la r쬦olte des Boxers;Schlage den Boxeraufstand nieder;;;;;;;;;;;x;;;;;;;;;;;;;;;;
cut_down_to_size_boxer_desc;쬨중국쬦의 군비를 제한하고 전쟁배상금을 상환받습니다.;Force another 쬨country쬦 to disarm and pay reparations to us;Forcrer un autre 쬨pays쬦 쬦d쬦armer et 쬦nous payer des r쬦arations;Zwinge ein anderes 쬨Land쬦, abzur쬦ten und Reparationen an uns zu zahlen;;;;;;;;;;;x;;;;;;;;;;;;;;;;
cut_down_to_size_boxer_setup;중국을 응징합니다.;Force China to pay for the crimes of the Boxer rebels.;;Zwinge China, f쬦 die Verbrechen der Boxer-Rebellen zu b廻en.;;;;;;;;x;;;;;;;;;;;;;;;;;;;
cut_down_to_size_boxer_short;중국 응징;Force China to pay for the Boxer's crimes.;;Zwinge China, f쬦 die Verbrechen der Boxer zu b廻en.;;;;;;;;x;;;;;;;;;;;;;;;;;;;
cut_down_to_size_desc;쬨적국쬦의 군비를 제한하고 전쟁배상금을 상환받습니다.;Force another 쬨country쬦 to disarm and pay reparations to us;Obliger un autre 쬨pays쬦 쬦se d쬦armer et 쬦nous verser des compensations;Zwischen Sie ein anderes 쬨Land쬦 zur Abr쬦tung und zu Reparationszahlungen an uns.;;Obligar a otro 쬨pa쬦쬦 a desarmarse y que nos indemnice;;;;;;;;;x;;;;;;;;;;;;;;;;
cut_down_to_size_setup;$RECIPIENT$을(를) 응징합니다.;Cut $RECIPIENT$ down to size;R쬦uire $RECIPIENT$;Reduzieren Sie die Weltgeltung von $RECIPIENT$.;;Reducir el tama쬦 de $RECIPIENT$ ;;;;;;;;;x;;;;;;;;;;;;;;;;
cut_down_to_size_short;$RECIPIENT$ 응징;Cut $RECIPIENT$ down to size;R쬦uire $RECIPIENT$;Weltgeltung von $RECIPIENT$ reduzieren;;Reducir el tama쬦 de $RECIPIENT$ ;;;;;;;;;x;;;;;;;;;;;;;;;;
czech;체코;Czech;Tch쬦ue;Tschechisch;;Checa;;;;;;;;;x;;;;;;;;;;;;;;;;
czecho_slovak_culture_group;체코슬로바키아;Czecho-Slovak;Tch쬦oslovaque;Tschechoslowakisch;;Checoslovaca;;;;;;;;;x;;;;;;;;;;;;;;;;
daimlers_automobile;다임러의 자동차;Daimler's Automobile;Automobile de Daimler;Daimler-Kutschenwagen;;Autom쬦il de Daimler;;;;;;;;;x;;;;;;;;;;;;;;;;
daimlers_automobile_desc;다임러라는 한 독일인이 최초의 상업용 자동차를 발명했습니다. 그러나 상류층 사람들 사이에서 보편화되기까지는 10년이 걸렸습니다.;This was the first commercial automobile. It was reliable, but slow, and it took a decade before they became usual even among high class people.;C'est la premi쬦e automobile commerciale. Elle 쬦ait fiable, mais lente, et il lui fallut une d쬦ennie pour se r쬦andre m쬦e parmi les classes ais쬦s de la soci쬦쬦;Dies war das erste kommerzielle Automobil. Es war zuverl쬦sig, aber langsam und es dauerte ein Jahrzehnt, bis Automobile selbst in der gesellschaftlichen Oberschicht keine Besonderheit mehr waren.;;Fue el primer autom쬦il comercial. Era fiable, pero lento, y tuvo que pasar una d쬦ada antes de que su uso se generalizara, incluso entre las clases altas.;;;;;;;;;x;;;;;;;;;;;;;;;;
dakota;다코타;Dakota;Dakota;Dakotanisch;;Dakota;;;;;;;;;x;;;;;;;;;;;;;;;;
damara;다마라;Damara;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
danish;덴마크;Danish;Danois;D쬦isch;;Danesa;;;;;;;;;x;;;;;;;;;;;;;;;;
danmarks_riges_grundlov_desc;1660년 6월 5일 프리드리히 7세가 '덴마크 헌법' 문서에 서명한 이후 덴마크는 줄곧 전제군주제였습니다. 제1차 슐레스비히 전쟁에 이어 덴마크 국민을 통합하기 위한 움직임이 시작되면서, 그는 전임자들이 피하려 애썼던 군주의 권력을 제한하는 입헌주의 헌법에 서명했습니다. 이 헌법은 덴마크가 전제군주제에서 입헌군주제로 이행한 것을 나타냅니다. 우리 국민들에게 헌법을 주세요!;Denmark had been an absolute monarchy since 1660 when, on June fifth 1849, King Frederick VII signed the document known as 'Danmarks Riges Grundlov', The Danish Constitution, into law. The signing of a constitution delimiting the monarch's power, a development which Fredericks predecessors had fought hard to avoid, came about during a period of Danish national unity, following the First Schleswig War. The constitution marks Denmark's transition away from absolutism, and to a constitutional monarchy. Let us give our people a constitution!;Le Danemark 쬦ait dirig쬦par une monarchie absolue depuis 1660 lorsque, le 5 juin 1849, le roi Frederick VII signa un document connu sous le nom de "Danmarks Riges Grundlov" et correspondant 쬦la constitution danoise. La signature d'une constitution encadrant le pouvoir monarchique, un point sur lequel les pr쬦쬦esseurs de Frederick s'쬦aient battus, intervint au cours de la p쬦iode d'unit쬦nationale qui suivit la premi쬦e guerre du Slesvig. Cette constitution marque la transition du Danemark d'une monarchie absolue vers une monarchie constitutionnelle. Offrons 쬦notre peuple une constitution !;D쬦emark war seit 1660 eine absolute Monarchie gewesen, als K쬦ig Frederik VII. am f쬦ften Juni 1849 die d쬦ische Verfassung, 'Danmarks Riges Grundlov' unterschrieb. Diese Unterschrift einer Verfassung, die die Machtbefugnisse des K쬦igshauses einschr쬦kte, einer Entwicklung, gegen die Fredericks Vorg쬦ger entschieden gek쬦pft hatten, erfolgte w쬦rend einer Phase nationaler Einheit D쬦emarks nach dem ersten Schleswig-Holsteinischen Krieg. Die Verfassung markiert D쬦emarks Abkehr vom Absolutismus zu einer konstitutionellen Monarchie. Lasst uns unserem Volk eine Verfassung geben!;;Dinamarca hab쬦 sido una monarqu쬦 absoluta desde 1660 hasta que, el 5 de junio de 1849, el rey Federico VII ratific쬦el documento conocido como 'Danmarks Riges Grundlov', la constituci쬦 danesa. La firma de una constituci쬦 que pusiese l쬦ites al poder del monarca, un evento contra el que los predecesores de Federico hab쬦n luchado firmemente, sucedi쬦durante un per쬦do de unidad nacional danesa que sigui쬦a la Primera Guerra de Schleswig. La constituci쬦 marc쬦la transici쬦 de Dinamarca del absolutismo a la monarqu쬦 constitucional. 좩쬦osle a nuestra gente una constituci쬦!;;;;;;;;;x;;;;;;;;;;;;;;;;
danmarks_riges_grundlov_title;덴마크 헌법;Danmarks Riges Grundlov;Danmarks Riges Grundlov;Grundgesetz D쬦emarks;;Danmarks Riges Grundlov;;;;;;;;;x;;;;;;;;;;;;;;;;
dar_al_funun;다르알푸룬;The Dar al funun.;Le Dar al funun.;Der Dar al funun.;;;;;;;;;;;x;;;;;;;;;;;;;;;;
dar_al_funun_desc;페르시아의 첫 현대대학입니다.;The first modern university in Persia.;La premi쬦e universit쬦moderne de Perse.;Die erste moderne Universit쬦 in Persien.;;;;;;;;;;;x;;;;;;;;;;;;;;;;
dargwa;다르구아;Dargwa;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
daring;모험적임;Daring;Hardi;Draufg쬦gerisch;;Temerario;;;;;;;;;x;;;;;;;;;;;;;;;;
darwinism;다윈의 진화론;Darwinism;Darwinisme;Darwinismus;;Darwinismo;;;;;;;;;x;;;;;;;;;;;;;;;;
darwinism_desc;진화론은 고대종이 자식을 낳은 후 적응한 자가 생존하며 적응치 못한 자는 도태되는 적자생존의 원칙에 따라 서서히 환경에 적응하는 종으로 변모해 이윽고 새로운 종이라 부를 수 있을만큼 변해간다는 이론입니다. 진화론자들은 이 이론으로 모든 종류의 출현, 진화에 대해 설명할 수 있다고 생각합니다.;Darwinism is a theory that says that natural selection operates on variations in older species to produce offspring that can be called new species, and that this explains the appearance of all species.;La th쬦rie du darwinisme explique que la s쬦ection naturelle provoque l'쬦olution des vieilles esp쬦es qui deviennent alors de nouvelles esp쬦es. Ceci explique alors l'apparition de toutes les esp쬦es.;Die darwinistische Theorie besagt, dass die nat쬦liche Auslese auf Variationen in 쬦teren Arten basiert, deren Nachkommen als neue Arten bezeichnet werden k쬦nen. Dies erkl쬦t die Erscheinung s쬦tlicher Arten.;;La teor쬦 del darwinismo afirma que la selecci쬦 natural opera sobre variantes de especies m쬦 antiguas para producir una descendencia que puede denominarse una especie nueva, y que eso explica la aparici쬦 de todas las especies.;;;;;;;;;x;;;;;;;;;;;;;;;;
das_zivilgesetzbuch_desc;헤센 대공국 제10대 란트타그(의회)는 1844-47년까지의 회기 동안 메인즈를 포함한 르네센 지방에서 사용된 나폴레옹 민법을 통합하기 위해 상당한 시간을 보냈으며, 그동안은 독일 전통법이 공국의 나머지 지역 전체에 적용됐습니다. 이러한 노력의 결과는 1847년 '시빌게제츠부치'라는 민법의 책을 발간한 것인데, 이 책은 하나의 공통된 법을 통해 공국의 모든 영토를 효과적으로 통합한 것입니다.;The tenth Landtag (parliament) of the Grand Duchy of Hesse, in session between 1844-47, spent a fair amount of its time trying to amalgamate the Napoleonic Civil Code used in the province of Reinhessen, including Mainz, with the traditional German law applied throughout the rest of the Duchy. The result of these efforts was the publication of the 'Zivilgesetzbuch', The Book of Civil Law, in 1847, which effectively united all territories of the Duchy under one common source of law.;Le dixi쬦e Landtag (parlement) du grand-duch쬦de Hesse, en s쬦nce entre 1844 et 1847, passa le plus clair de son temps 쬦tenter de fusionner le Code civil napol쬦nien utilis쬦dans la province de Hesse rh쬦ane (qui incluait la ville de Mayence) et le droit allemand traditionnel appliqu쬦dans le reste du duch쬦 Ces tentatives aboutirent 쬦la publication en 1847 du "Zivilgesetzbuch" (code civil) qui rendait effective l'unification de tous les territoires du duch쬦sous un seul et m쬦e code.;Der zehnte Landtag des Gro쬦erzogtums Hessen und bei Rhein, der zwischen 1844 und 1847 tagte, verbrachte einen Gro쬦eil seiner Zeit mit dem Versuch, das napoleonische Zivilgesetz, das in der Provinz Rheinhessen einschlie쬦ich Mainz galt, mit dem traditionellen deutschen Gesetz zu verschmelzen, das im Rest des Gro쬦erzogtums g쬦tig war. Das Ergebnis dieser Bem쬦ungen war die Ver쬦fentlichung des Zivilgesetzbuchs im Jahr 1847, das alle Territorien des Gro쬦erzogtums unter einem allgemeing쬦tigen Gesetz vereinigte.;;El d쬦imo Landtag (parlamento) del Gran Ducado de Hesse, en ejercicio entre 1844 y 1847, emple쬦una gran cantidad de tiempo tratando de aglutinar el C쬦igo Civil Napole쬦ico que se utilizaba en la provincia de Reinhessen, incluyendo a Mainz, con las leyes alemanas tradicionales que se aplicaban en el resto del ducado. El resultado de esos esfuerzos fue la publicaci쬦 del 'Zivilgesetzbuch', el C쬦igo de Derecho Civil, en 1847, que uni쬦de forma efectiva a todos los territorios del ducado bajo una ley com쬦.;;;;;;;;;x;;;;;;;;;;;;;;;;
das_zivilgesetzbuch_title;민법;The 'Zivilgesetzbuch';Le "Zivilgesetzbuch";Das 'Zivilgesetzbuch';;El 'Zivilgesetzbuch';;;;;;;;;x;;;;;;;;;;;;;;;;
dauntless;불굴함;Dauntless;D쬦ermin쬦Unverzagt;;Intr쬦ido;;;;;;;;;x;;;;;;;;;;;;;;;;
david_ricardo;데이비드 리카도;David Ricardo;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;
david_ricardo_desc;데이비드 리카도는 애덤 스미스의 이론을 따랐던 영국의 정치 경제학자입니다. 그는 1817년에 "정치경제와 세금의 원리"라는 제목의 가장 중요한 작품을 썼습니다. 자유 무역의 위대한 발견인 그의 고전 경제학에 대한 주요한 공헌은 비교우위의 법칙이었습니다. 그는 무역에서의 상호 우위는 각 나라가 그것의 자원 우위에 집중한다면 항상 가능하다고 주장했습니다.;David Ricardo was an English political economist who followed the theories of Adam Smith. He wrote his most important work in 1817, titled Principles of Political Economy and Taxation. A great promoter of free trade, his major contribution to classical economics was his Law of Comparative Advantage, where he argued that mutual advantage in trade was always possible if each country concentrated on its resource advantages.;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;
david_romer;데이비드 로머;David Romer;;;;;;;x
de_facto;사실상;De Facto;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
de_facto_desc;"소수자를 대상으로 한 입법"이 이론적으로는 불법임에도 사실상의 차별이 이른바 "구분되지만 평등하다"의 원칙 아래 사회의 많은 면에 존재합니다.";"Legislation targeting minorities is theoretically illegal, but de facto racism and segregation exist in many facets of society under so-called ""separate but equal"" doctrine.";;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
de_facto_l;사실상;De Facto;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
debt_default_to;채무불이행;Debt Defaul to;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;
debt_finace;채권 금융;Debt Financing;;;;;;;x
debutante;사교계 초짜 상류층;Debutante;D쬦utant;Deb쬦ant;;Debutante;;;;;;;;;x;;;;;;;;;;;;;;;;
decimal_monetary_system;십진법 통화제도;Decimal Monetary System;Syst쬦e mon쬦aire d쬦imal;Dezimales W쬦rungssystem;;Sist. monetario decimal;;;;;;;;;x;;;;;;;;;;;;;;;;
decimal_monetary_system_desc;기니와 실링 등의 비십진법 단위의 화폐를 폐지하고, 1달러가 100센트인 미국처럼 십진법 화폐 제도를 도입합니다. 이제는 거스름 돈 계산 등으로 고생하지 않습니다.;By abolishing non-standardized and strange divisions of the currency like guineas and shillings, and only having a decimal system such as the one in the United States (1 US Dollar  100 cent), the everyday usage of money was simplified.;En supprimant des divisions mon쬦aires 쬦ranges ou non standard, comme la guin쬦 ou le shilling, et en adoptant un syst쬦e d쬦imal comme aux 쬦ats-Unis (1 dollar  100 cents), on simplifia l'usage quotidien de la monnaie.;Durch die Abschaffung nicht genormter und un쬦licher W쬦rungsunterteilungen wie Guineen, Schillinge usw. und die Verwendung eines Dezimalsystems wie in den USA (1 US Dollar  100 Cent) wurde der t쬦liche Gebrauch von Geld vereinfacht.;;Mediante la abolici쬦 de divisiones de moneda extra쬦s y no normalizadas, como la guinea y los chelines, y la adopci쬦 de un 쬦ico sistema decimal, como por ejemplo el de los EE.;UU. (1 d쬦ar americano equivale a 100 centavos), se simplific쬦el uso diario del dinero.;;;;;;;;;x;;;;;;;;;;;;;;;;
decisive;결단력 있음;Decisive;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
decisive_firepower_doctrine;집중사격 교리;Decisive Firepower Doctrine;Doctrine de la puissance de feu d쬦isive;Defensive Feuerkraftsdoktrin;;Doctrina de la potencia de fuego decisiva;;;;;;;;;x;;;;;;;;;;;;;;;;
