the_british_raj_desc;우리나라의 왕관 중 가장 큰 보석은 인도 제국입니다.;Greatest of the jewels in our nation's crown is the Indian Raj.;;;;;;;;;;;;x,,,,
dutch_east_india;동인도 회사;East India Company;;;;;;;;;;;;x,,,,
dutch_east_india_desc;우리나라의 왕관 중 가장 큰 보석은 동인도령 식민지입니다.;Greatest of the jewels in our nation's crown is the East Indies colony.;;;;;;;;;;;;x,,,,
vassal_nation;속국;Vassal Nation;;;;;;;;;;;;x,,,,
vassal_nation_desc;외국의 속국으로서, 우리는 항상 세계의 다른 나라들에 비추어 볼 때 더 작은 나라로 여겨집니다.;As a vassal nation to a foreign power, we will always be seen as a lesser country in the eyes of the rest of the world.;;;;;;;;;;;;x,,,
coup_risk;정변 위험;Coup D'etat Risk;;;;;;;;;;;;;x,,,,
coup_risk_desc;군부 내부의 불화가 계급 내부뿐만 아니라 국가 자체의 질서를 무너뜨리는 결과를 초래하고 있습니다. 어떤 사람들은 군대가 일어나서 정부를 장악할까 두려워합니다.;There is dissension within the nation's military, one that is leading to a breakdown of order not only within the ranks but within the country itself. Some fear the army will rise up and take over the government.;;;;;;;;;;;;;x,,,
military_strife;군부 불화;Military Strife;;;;;;;;;;;;;x,,,,
military_strife_desc;정권 탈취를 막기 위해 군부와 싸우고 있습니다. 숙청은 드문 일이 아니며, 반군에 합류하기 위해 탈영하는 군인들도 늘고 있습니다.;We are battling with our own army to prevent them from taking over the government. Purges are not infrequent, and the chances of soldiers defecting to join rebel causes raises with every passing day.;;;;;;;;;;;;;x,,,
vangaurd_party;전위당;Vanguard Party;;;;;;;;;;;;x,,,,
mixed_economy_desc;혼합경제는 국가와 민간이 모두 경제를 지시하는 시장경제와 계획경제 모두의 특성을 반영한 경제 체계입니다. 대부분의 혼합경제는 강력한 규제감독을 가진 시장경제로 설명될 수 있으며, 다양한 정부 주도의 기업과 정부의 공공재 공급이 특징입니다.;Mixed economy is an economic system in which both the state and private sector direct the economy, reflecting characteristics of both market economies and planned economies. Most mixed economies can be described as market economies with strong regulatory oversight, and many mixed economies feature a variety of government-run enterprises and governmental provision of public goods.;;;;;;;;;;;;x,,
the_dark_continent;검은 대륙;The Dark Continent;;;;;;;;;;;;x,,,,
the_dark_continent_desc;아프리카를 탐사하기 전에 흔히 알려진 '어둠의 대륙'은 아프리카의 내륙을 지칭했는데, 그 곳에 대해 아는 사람은 거의 없었습니다. 이 깊은 밀림과 황량한 폐허는 사람이 거의 살지 않는 땅이었고, 주로 문명과의 접촉이 거의 없는 원주민들이 살고 있었습니다. 식민주의에 의거한 탐험이 증가하면서, 이전에는 식민지화가 불가능했던 지역에서도 식민지화가 가능해졌습니다.;A common name for Africa prior to its exploration, 'the Dark Continent' referred to the deep interior where few men had ever seen much less knew anything about. These deep jungles and desolate wastes were a no-man's-land, populated primarily by natives who had little contact with civilization. With the increase of exploration brought on by colonialism, suddenly the ability to colonize the areas previously denied to us has become possible.;;;;;;;;;;;;x,
fight_the_power;정부에 대한 저항;Government Resistance;;;;;;;;;;;;;x,,,,
fight_the_power_desc;국민들 사이에서, 군 내부에서 정부에 대한 반발이 증가하고 있습니다. 이것이 지나갈 때까지는 질서를 유지하는데 어려움을 겪을 것입니다.;There is rising dissension against the government, both among the people and within the military. We will have difficulty keeping order until this passes.;;;;;;;;;;;;;x,,,
national_confusion;국가적 혼란;National Confusion;;;;;;;;;;;;x,,,,
national_confusion_desc;우리나라에는 많은 변화가 있었습니다. 평상시처럼 사업이 재개되려면 시간이 걸릴 것입니다.;There has been a great deal of change in our country. It will take some time to sort things out, before business as usual can resume.;;;;;;;;;;;;x,,,
neutrality;정치적 중립;Political Neutrality;;;;;;;;;;;;;x,,,,
neutrality_desc;우리나라는 중립을 고수합니다. 우리는 세상에 널린 잔혹한 자들을 상대로 전쟁을 벌이지 않으며, 따라서 아무도 우리를 상대로 전쟁을 벌이지 않을 것으로 예상합니다. 이는 우리가 '거물'로 결코 인정받지는 못한다는 것을 의미하지만, 동시에 우리를 보호합니다. 우리는 힘과 영향력을 위해서 우리의 원칙을 버리지 않을 것입니다;Our country deliberately takes no sides. We do not go to war, even against those the world universally reviles, and thus expect that no one shall go to war against us. This means we will likely never achieve recognition as a 'mover and shaker', but it also protects us. We shall not abandon our principles for the sake of power and influence.;;;;;;;;;;;;;x,
apache_raiders;아파치 칩입자;Apache Raiders;;;;;;;;;;;;;x,,,,
irish_potato_blight;감자 병충해;Potato Blight;Le mildiou de la pomme de terre;Kartoffelf?le;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,
irish_potato_blight_desc;기근은 우리의 밭에서 작물이 죽고 썩어 가듯 퍼져갑니다.;Famine spreads as crops lie, dead and rotting, in our fields.;La famine s'?end tandis que les cultures pourrissent dans nos champs.;Hunger breitet sich aus, weil die Ernte tot und verfaulend auf unseren Feldern liegt.;;;;;;;;;;;;x;;;;;;;;;;;;;;,
irish_republicans;아일랜드 공화주의자;Irish Republicans;;;;;;;;;;;;x,,,,
irish_republicans_desc;군주제를 폐지하라! 아일랜드 자유국만이 유일한 해결책이다!;Down with the monarchy! An Irish Free State is the only solution!;;;;;;;;;;;;x,,,,
irish_unionists;아일랜드 연방주의자;Irish Unionists;;;;;;;;;;;;x,,,,
irish_unionists_desc;아일랜드는 현재 영국의 일부분입니다. 우리는 군주제에 등을 돌리지 않을 것입니다!;Ireland is a part of the United Kingdom, now and forever more! We will not turn our back on the monarchy!;;;;;;;;;;;;x,,,
power_vacuum;권력 공백;Power Vacuum;;;;;;;;;;;;x,,,,
power_vacuum_desc;정부는 새로운 지도자를 찾기 위해 고군분투하는 과도기에 있습니다.;The government is in a state of transition as it struggles to find its new leader?or fall in the process.;;;;;;;;;;;;x,,,,
chinese_substate;청의 압제;Qing Oppression;;;;;;;;;;;;x,,,,
chinese_substate_desc;청 황제의 압제는 우리나라를 혼란에 빠뜨렸습니다.;The oppression by the Qing Emperor has left our nation in disarray.;;;;;;;;;;;;x,,,,
treaties_of_velasco;벨라스코 조약;Treaties of Velasco;;;;;;;;;;;;x,,,,
treaties_of_velasco_desc;이 조약은 인쇄한 서류보다 가치가 적을 수도 있지만, 아마도 멕시코의 독립을 보장하라고 요구하는 것으로 추정합니다. 우리는 이 조약이 지속되는지 지켜볼 것입니다.;The treaties may be worth less than the paper they're printed on, but they supposedly offer us a guarantee of independence from Mexico. We shall see if they last.;;;;;;;;;;;;x,,,
recent_crisis;최근 위기;Recent Crisis;;;;;;;;;;;;x,,,,
recent_crisis_desc;우리는 최근의 위기 때 선동을 했습니다. 기억에서 잊힐 때까지 세계는 우리의 영토에 대한 더 이상의 요구를 간과하는 경향이 있을 것입니다.;We have been the instigators in a recent crisis. Until memories fade, the world will likely tend to overlook any further demands we make for our territories.;;;;;;;;;;;;x,,,
switched_production;생산물 변경;Switched Production;;;;;;;;;;;;;x,,,,
switched_production_desc;이 지역은 막 주요 생산물을 바꿨습니다. 지역 주민들은 아직 변화에 적응하고 있습니다.;The province has just switched its major production, and locals are still acclimatizing to the change.;;;;;;;;;;;;;x,,,
new_production;새로운 농업;New Plantation;;;;;;;;;;;;x,,,,
new_production_desc;이 지방에서 새로운 농업이 시작되어, 토착민들은 이곳에서 해온 전통적인 농업에서 새 농업으로 옮겼습니다.;A new plantation has been started in this province, moving production over to cash crops rather than than the traditional farming which has been done here by the natives.;;;;;;;;;;;;x,,,
emergency_tax_measures1;긴급 조치;Emergency Measures;;;;;;;;;;;;x,,,,
emergency_tax_measures1_desc;우리의 재정 상황은 우리가 가혹하고 매우 인기 없는 세금 수취 조치를 채택하게끔 했습니다.Our financial situation has forced us to adopt draconian, and very unpopular, tax measures.;;;;;;;;;;;;x,,
emergency_tax_measures2;극단적 조치;Extreme Measures;;;;;;;;;;;;x,,,,
emergency_tax_measures2_desc;우리의 재정 상황은 우리가 가혹하고 매우 인기 없는 세금 수취 조치를 채택하게끔 했습니다.;Our financial situation has forced us to adopt draconian, and very unpopular, tax measures.;;;;;;;;;;;;x,,
boxer_presence;의화단 주둔;Boxer Presence;;;;;;;;;;;;x,,,,
boxer_presence_desc;이 지방에는 정의조화협회가 있어 외국의 영향을 반대하는 행동을 취하며 정기적인 무역을 방해하고 있습니다.;The Righteous Harmony Society is present in this province, disrupting regular trade as they act against foreign influence.;;;;;;;;;;;;x,,,
boxer_agitation;의화단 소요;Boxer Agitation;;;;;;;;;;;;x,,,,
boxer_agitation_desc;이 지방에서 이화단을 억압하려는 우리의 노력은 그들을 분노시켰고 민족주의자들이 우리 정부에 반항하게 만들었습니다.;Our efforts to suppress the Boxers in this province has angered them, turning these nationalists against our government.;;;;;;;;;;;;x,,,
international_pariah;국제 왕따;International Pariah;Paria International;Internationales Ausgestossen;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,
international_pariah_desc;우리는 공격적인 정책으로 인해 국제사회에서 버림받았습니다.;We are a pariah in the international community for our aggressive policies.;;;;;;;;;;;;;x,,,,
great_war;총력전;Total War;Guerre Totale;Gr秤er Krieg;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,
great_war_desc;우리는 적과 전면전을 벌이고 있습니다. 우리는 하나로 뭉쳐야 합니다. 그렇지 않으면 우리의 모든 생활방식이 파괴될 위험을 감수해야 합니다.;We are in a state of total war with our enemies. We must rise up as one, or risk the destruction of our entire way of life.;;;;;;;;;;;;;x,,,
great_war2;전쟁 요구;The Demands of War;Les Demandes de la Guerre;Die Nachfragen des Krieges;;;;;;;;;;;x,,,,
great_war2_desc;엄청난 물자 부족이 우리 국민들의 전쟁에 대한 열의를 약화시키고 있습니다.;Massive shortages are causing our people's enthusiasm for war to dim.;;;;;;;;;;;;;x,,,,
great_war3;다 헛수고야?;Is It All For Nothing?;Est-il Tout Pour Rien?;Ist Alles F? Nichts?;;;;;;;;;;;x,,,,
great_war3_desc;우리가 전쟁을 빨리 끝내지 않으면, 상황은 우리에게 매우 악화될 것입니다.;If we do not end the war soon, things will go very badly for us.;;;;;;;;;;;;;x,,,
gateway_to_harbor;새 땅으로 가는 관문;Gateway to a New Land;;;;;;;;;;;;;x,,,,
gateway_to_harbor_desc;전 세계에서 온 많은 이민자들이 우리의 거대한 항구를 통과할 것이고 그들 중 많은 수가 도시에 정착할 것입니다.;Many immigrants from around the world will pass through our great harbor, and a great number of them will remain in the city.;;;;;;;;;;;;;x,,,
recent_crisis;최근 위기;Recent Crisis;;;;;;;;;;;;x,,,,,,,,,,,,,
recent_crisis_desc;우리는 최근의 위기 때 선동을 했습니다. 기억에서 잊힐 때까지 세계는 우리의 영토에 대한 더 이상의 요구를 간과하는 경향이 있을 것입니다.;We have been the instigators in a recent crisis. Until memories fade, the world will likely tend to overlook any further demands we make for our territories.;;;;;;;;;;;;x,,,,,,,,,,,,
rebel_cell_discovered;반란 주동자 발각;Rebel Cell Discovered;;;;;;;;;;;;x,,,,,,,,,,,,,
rebel_cell_discovered_desc;반란의 주동자가 밝혀지면 나머지를 발견하고 뿌리뽑기까지는 시간 문제입니다!;With one rebel cell uncovered, it's only a matter of time before we discover the rest and stamp them out!;;;;;;;;;;;;x,,,,,,,,,,,,
fukoku_kyohei;부국강병;Fukoku Kyohei;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
may_day;노동절;May Day;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
may_day_desc;우리나라는 사회주의를 찬양합니다. 탐욕스러운 자본가들이 그들의 부츠를 신고 흔들게 합시다!;Our nation celebrates socialism. Let the greedy capitalists of the land shake in their boots!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
militant_trade_union;공격적 노동조합;Militant Trade Union;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissatisfied_workers;불행한 노동자;Dissatisfied Workers;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
militant_trade_union;공격적 노동조합;Militant Trade Union;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worker_revolt;노동자 봉기;Worker Revolt;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
